current_temp,occupancy_prob,room_size,thermal_recovery_speed,temp_gradient,optimal_runtime
26.869021545015713,0.9507143064099162,78.5595153449124,0.559195090518222,-0.18796271911512696,21.208173063010562
31.204943511348592,0.020584494295802447,97.59278817295954,0.6994655844802531,-0.07532177864344769,19.847834507640115
24.36372457369231,0.18340450985343382,44.33937943676302,0.5148538589793428,0.3638900372842315,8.035724341003652
23.813420188476545,0.29214464853521815,49.308947463495336,0.4736419905302216,1.0703519227860272,8.423903876006634
24.595759168058677,0.5142344384136116,67.39316550896339,0.22787024763199865,0.7150897038028767,14.463722240581955
23.26973748208299,0.6842330265121569,55.21219949916811,0.27322294090686733,0.49035382022254037,14.011145839458514
22.44705077449784,0.9093204020787821,40.70239852800135,0.5975133706123892,0.12342215217882191,13.59505496008808
24.40310792183185,0.9695846277645586,82.01062586888916,0.7636993649385135,1.2896547008552977,20.96576341374961
29.772699724544108,0.9218742350231168,27.07940016415356,0.3175897174514871,-0.40954542217892387,23.865396079272443
25.527537413060646,0.8287375091519293,48.540266135487144,0.3685607058124285,0.5853921663164969,17.27161433771439
23.832014924671913,0.8021969807540397,25.964051494381664,0.7921321619603106,1.0444895385933148,14.083886278859
31.477093184532833,0.7712703466859457,25.92357213872723,0.4150794371265636,-0.26826188094974057,27.253939045957424
33.22034453638271,0.6232981268275579,46.471841988211935,0.2381350101716142,0.1219646434313244,32.1340754983612
30.288247127617772,0.8872127425763265,57.777194012955945,0.27175654756298107,0.92648957444599,30.05661297273709
31.890205632019665,0.5612771975694962,81.67737439636488,0.4962773578186345,0.5454656587639881,28.539204407911473
23.40258855091296,0.03142918568673425,70.91283290110243,0.38861358864579604,0.5171413823294055,5.566332762395318
33.79836416103921,0.24929222914887494,52.830633842850375,0.6533306831258292,-0.042403669016755074,25.095434581187895
24.095876734302056,0.9296976523425731,84.64963036515336,0.5800422539062542,1.2429211803754354,19.135793988876436
32.44773699968849,0.18657005888603584,91.40471987919823,0.5236053451493905,1.114880310328125,27.20782915997018
23.430675018859798,0.22793516254194168,54.1686230901005,0.690808859553496,1.2214611665126869,8.646781616371472
22.090377696905477,0.5107473025775657,53.39288025190232,0.3332646862824382,-0.2602692653326344,6.4512433339412505
26.20163811626982,0.5187906217433661,76.24151671161422,0.41817776142757646,1.4435641654419213,19.752167142761415
34.511814834247446,0.25178229582536416,59.77988047139084,0.38052698589006184,0.06968098875493522,28.84496815661906
28.5348273019752,0.05147875124998935,42.29171713892892,0.7449595315799924,-0.020876218666055157,11.159032710061286
23.8836333371859,0.489452760277563,98.85203632884806,0.3452331629069003,0.8442710948117571,13.6260926148003
31.466812531954176,0.3677831327192532,70.58446644748636,0.5801178264565369,0.571549368149517,25.757601142493957
23.17376701070731,0.835302495589238,45.66240519773886,0.3119111062399126,-0.41844971689047217,13.089360448202509
22.21564177606213,0.512093058299281,38.11966201583503,0.58710367424567,-0.15126714199001712,5.585456350786013
30.982190595332057,0.3867353463005374,94.93839909893876,0.282512566487596,0.18213270210051702,25.17983155832349
30.579792598444328,0.8172222002012158,64.416064927957,0.5177903470136039,-0.016295418199096634,27.461178005290186
23.21033598147669,0.8972157579533268,92.03344457306643,0.5798608743639608,0.17805958209740136,15.802870030052844
33.6624333793835,0.8870864242651173,82.3900436686099,0.5852189876925727,-0.33172007000990233,32.47710429215068
24.10117328322998,0.8985541885270792,68.5143247727672,0.2055182309699778,-0.2970569142679358,15.98164093403337
