motion_score,temperature,humidity,csi_variance,behavior_label
51,20.88811988195308,50.95670655406815,0.2790412922001377,2
23,23.010515284806527,48.55214361065599,0.1641648198407361,1
87,21.53052561406505,51.627680130757895,-0.46341769281246226,4
75,21.53427024642974,50.06666547983595,-0.42779291360334537,4
41,21.748956031914222,49.50839865051569,-1.4763296931546015,2
63,23.4869809580472,53.40301779650763,-0.10474554830443178,2
6,21.39974614989409,52.842319463139916,0.2910340012621822,0
59,21.36444025972536,49.959508325786196,-1.0577109289559004,2
46,21.613527049435444,46.52368927422475,0.5661128267810409,2
5,21.29554654962341,50.96899939183489,-1.3934169408727037,0
92,22.73846657999541,50.51410484356991,-0.11564828238824053,4
79,21.69889630441071,50.79045812069063,1.641771116014076,4
23,20.653321902638655,47.35822620185868,-1.1305523046815669,1
14,22.134428882628022,44.37296968338045,-1.3667821388862977,1
7,23.03099952249595,52.79384035734859,-0.8392175232226385,0
6,21.690787624148786,49.49538473570274,1.1647686455045239,1
32,21.822267878729345,48.768850073941096,1.1797163447007009,1
85,21.101792060544323,49.783969635259,1.0035328978920242,4
46,22.972963533755788,52.38678639168783,1.4954342528834736,2
26,22.33818125199332,42.140764687730766,0.8219025043752238,1
41,20.61928297572775,49.15758112541974,-0.05981726366166916,2
95,22.961173766418355,47.65385652110048,0.4239430697909341,4
14,21.21074167130208,52.23113385131368,-0.21216142171162652,1
85,21.573131205960276,50.87917773693672,0.8966303837109462,4
61,22.915402117702072,50.98625332897905,-0.5297602037670388,2
29,22.513267433113356,48.967758376066044,0.7507858855894212,1
91,22.724083251525876,49.23270608912317,0.8499212040623495,4
76,20.688675774248892,42.03447185730959,0.3455179438887663,4
36,20.903734204718646,52.74465296577804,-0.6660606202304288,1
31,21.486212508491754,55.65855770363159,0.17457781283183896,1
61,21.98144919548836,44.97948613402933,-1.0725318344356576,2
80,21.00741382059681,48.67470193032196,-0.08416508518117742,4
95,21.807639035218877,50.90464202700084,-0.03471176970524331,4
31,20.831321962380468,56.476185570089314,1.2317783767161103,1
54,21.224663894043054,52.31942256766774,-0.8018278433496938,2
97,23.384015718932677,51.760571281400814,2.1904556258099785,3
15,21.50656751779667,52.769487825025855,1.706604953678462,1
18,22.87358941563538,52.66253484324881,0.6054831308476749,1
19,20.937696286273894,51.420777291905544,-0.9194242342338032,1
81,23.549934405017538,51.445937417008686,0.9264563586203222,4
56,21.643254974231805,51.668365395601896,1.043860610918658,2
59,22.526448161334695,50.18847379919955,0.5015963653461725,2
31,20.559958552316203,53.57218176834092,1.2993968142644874,1
2,21.132853843950446,49.14353209704101,1.06529246884595,1
32,21.31997527842151,50.69676109148301,0.29307247329868125,1
92,21.285648581973632,47.04385460862294,-1.093940409068474,4
65,23.049347392320865,53.9753169845426,0.7345010648800456,2
32,21.04550273803858,46.00977780345565,-0.02528762557112797,1
7,22.42448624405645,52.82160675488603,-0.8676410899793746,0
85,22.14586185242831,47.33145671112343,-0.8158102849654383,4
37,21.988556552530273,51.240062262870936,-0.14089855446735033,1
20,22.872161859353454,58.203266477185224,0.09376543015194676,1
63,21.626880810349636,51.51079119243445,2.783938046489837,2
63,21.968813201833157,46.78732250581666,0.4824724152431853,2
91,20.216748937834478,49.27059661877895,0.32722338636586623,4
36,22.50657530167253,49.62760283335502,0.7403408179477385,1
52,22.336398763786253,50.1518894327455,-0.21745697690402407,2
31,21.524742651599524,48.660455143798934,0.8563987943234723,1
17,22.710109240363952,50.27743661465329,0.6300749386010076,1
23,23.76293747230323,51.90533765270594,-1.0802008700404855,1
22,22.058208718446,46.57108910650813,0.3577873603482833,1
32,22.560784526368234,51.255918407517804,-0.7281792493633334,1
38,22.90512195995656,48.188286882546414,0.30444911987085255,1
12,22.257207490980107,46.45020313563674,0.49499565419169494,1
7,22.954001763493203,51.954173753917395,-0.3152692446403456,0
91,22.758969220493267,45.31832878268819,2.0003480891061036,3
62,21.96036385796038,48.39601177444981,-1.7884965049804966,2
57,22.357304541936635,48.76171516042968,0.5956436518043213,2
41,21.528068134210567,53.266851790902095,0.06428001909546277,2
52,20.922255222070692,53.63119589940992,-0.1512359654922292,2
95,24.389035957392462,55.5302412749616,1.3634354909517044,4
12,22.828765977604874,49.678416574516625,-0.4862172857531241,1
18,21.2074792615673,49.655790675599306,0.5049872789804571,1
0,22.86575519417012,48.9972587265489,-0.3178469065105834,0
33,21.680644922185223,49.386150483567235,0.2710617487422633,1
63,24.244806606010563,56.3664685910379,1.0324652605511468,2
66,21.269258596770346,46.16024080021061,-0.237391961206669,2
89,23.872005680472306,52.097277145579966,0.5998966337110059,4
99,21.74743184860684,46.256650454105454,1.6324113039316352,4
68,20.569858622039366,49.0268136572978,0.5246090006305091,2
9,22.058508902306844,57.04399078535097,0.4049755087705251,0
3,22.909738174959816,51.703305103272875,0.1481817313791492,0
1,22.06980208499002,48.844059209414716,0.11351734525124804,0
49,22.66213067452105,46.896792930542944,0.20428294200132874,2
60,22.68684851276597,50.21291724691924,0.4393271401034342,2
73,21.891502111436488,47.99307551804994,-0.8680842254044875,2
11,22.280991867735032,48.13190144053822,-0.20812225035727522,1
